id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0343,Mise en place d'un rseau local pour une entreprise v4,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Bases de donnes,Data Science,Recherche exprimentale,0.274,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0294,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Dveloppement Web,Rseaux et Tlcommunications,Recherche applique,0.653,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0057,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Cyberscurit,Cyberscurit,Dveloppement logiciel (SCRUM),0.397,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0046,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo  Cas d'tude 6,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Systmes Embarqus,Data Science,Recherche exprimentale,0.189,16,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0592,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Mobile,Systmes Embarqus,tude de cas,0.819,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0007,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Dveloppement Web,Cyberscurit,Recherche applique,0.415,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0002,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",IA / Machine Learning,Gnie Logiciel,Recherche exprimentale,0.19,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0580,Application,Une application mobile.,Mobile,Gnie Informatique,tude de cas,0.603,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0170,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Mobile,Gnie Informatique,Recherche applique,0.162,10,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0247,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Dveloppement Web,Cyberscurit,Prototypage,0.133,13,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0526,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Cloud / DevOps,Gnie Informatique,tude de cas,0.916,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0107,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Systmes Embarqus,Gnie Logiciel,tude de cas,0.031,11,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0425,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Bases de donnes,Cyberscurit,tude de cas,0.745,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0457,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",IA / Machine Learning,Cyberscurit,Recherche applique,0.647,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0021,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises  Cas d'tude 1,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",IA / Machine Learning,Gnie Informatique,Recherche applique,0.071,14,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0558,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Cloud / DevOps,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.574,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0152,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Mobile,Gnie Logiciel,Recherche applique,0.354,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0210,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",IA / Machine Learning,Cyberscurit,Recherche applique,0.193,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0361,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Cyberscurit,Gnie Informatique,tude de cas,0.299,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0505,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Systmes Embarqus,Rseaux et Tlcommunications,Recherche applique,0.706,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0104,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Cloud / DevOps,Systmes Embarqus,Recherche exprimentale,0.259,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0268,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Mobile,Gnie Informatique,Dveloppement logiciel (SCRUM),0.74,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0135,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Mobile,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.138,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0399,Application pour grer les notes des tudiants v3,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Bases de donnes,Data Science,Dveloppement logiciel (SCRUM),0.696,8,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0103,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Mobile,Gnie Logiciel,Prototypage,0.074,11,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0312,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Mobile,Gnie Informatique,Recherche applique,0.437,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0102,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Cyberscurit,Cyberscurit,Prototypage,0.345,8,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0528,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Cyberscurit,Gnie Logiciel,Prototypage,0.701,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0578,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Bases de donnes,Data Science,Recherche applique,0.522,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0402,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Cloud / DevOps,Gnie Informatique,Prototypage,0.512,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0059,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",IA / Machine Learning,Data Science,Recherche exprimentale,0.358,8,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0145,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Bases de donnes,Gnie Logiciel,Recherche exprimentale,0.34,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0061,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique  Cas d'tude 1,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Cyberscurit,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.439,13,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0317,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Bases de donnes,Cyberscurit,tude de cas,0.592,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0369,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Cyberscurit,Cyberscurit,Recherche applique,0.627,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0262,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Cloud / DevOps,Gnie Logiciel,Recherche applique,0.502,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0054,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Dveloppement Web,Gnie Informatique,tude de cas,0.381,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0426,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Systmes Embarqus,Gnie Informatique,Prototypage,0.635,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0549,Application,Une application mobile.,Dveloppement Web,Rseaux et Tlcommunications,Recherche applique,0.563,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0071,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises  Cas d'tude 1,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Systmes Embarqus,Gnie Informatique,Dveloppement logiciel (SCRUM),0.414,14,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0359,Application pour grer les notes des tudiants v2,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Rseaux,Cyberscurit,Dveloppement logiciel (SCRUM),0.649,8,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0311,Analyse des donnes de vente d'une entreprise v2,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Bases de donnes,Data Science,Prototypage,0.355,8,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0319,Cration d'un site web pour une cole v4,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Mobile,Cyberscurit,Recherche applique,0.539,8,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0139,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Bases de donnes,Cyberscurit,tude de cas,0.34,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0583,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Mobile,Gnie Informatique,Prototypage,0.572,4,8,3,1.0,0,0,1,0,0,0,REJETE
